vendor_disrupted,molecule,country,shipment_qty,delay_days,severity,lane_vendor_count,has_alternate,action,alternate_vendor,volume_coverage,route
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,25312.0,15,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.601,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Zidovudine,Haiti,8768.0,23,3,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.24,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Nevirapine,Haiti,34100.0,23,3,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.792,HETERO LABS LIMITED -> Haiti
SCMS from RDC,Zidovudine,Mozambique,5625.0,34,3,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.133,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Efavirenz,Uganda,47312.0,19,2,6,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.747,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zimbabwe,70000.0,7,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.28,CIPLA LIMITED -> Zimbabwe
SCMS from RDC,Zidovudine,Mozambique,2350.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.318,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zimbabwe,75507.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.26,CIPLA LIMITED -> Zimbabwe
SCMS from RDC,Efavirenz,"Congo, DRC",59.0,4,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Abacavir,Haiti,1470.0,10,2,4,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Haiti
SCMS from RDC,Nevirapine,Mozambique,41737.0,17,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,185875.0,17,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.18,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Zidovudine,Burundi,15.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Burundi
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,117749.0,3,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.285,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Nevirapine,Nigeria,100156.0,6,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.07,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lopinavir/Ritonavir,Uganda,4968.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.683,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Abacavir,Rwanda,4928.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.851,CIPLA LIMITED -> Rwanda
SCMS from RDC,Nevirapine,"Congo, DRC",738.0,143,5,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Zambia,100000.0,7,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.777,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Tanzania,15027.0,2,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.563,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Tanzania
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zimbabwe,29506.0,9,2,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Zimbabwe,21300.0,9,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.631,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Côte d'Ivoire,8778.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Mozambique,43563.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.812,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Nevirapine,Dominican Republic,3200.0,27,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Dominican Republic
SCMS from RDC,Nevirapine,Uganda,11490.0,9,2,4,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,26112.0,10,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Uganda
SCMS from RDC,Lopinavir/Ritonavir,Burundi,213.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",1.0,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.) -> Burundi"
SCMS from RDC,Lamivudine/Zidovudine,Uganda,54728.0,14,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.278,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,4403.0,34,3,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Uganda
SCMS from RDC,Tenofovir Disoproxil Fumarate,Mozambique,1000.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Nevirapine,Rwanda,41250.0,11,2,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.654,HETERO LABS LIMITED -> Rwanda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Burundi,1920.0,7,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Burundi
SCMS from RDC,Lopinavir/Ritonavir,Burundi,392.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",1.0,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.) -> Burundi"
SCMS from RDC,Lopinavir/Ritonavir,Uganda,8760.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.387,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Lamivudine,Côte d'Ivoire,1700.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir,Mozambique,1440.0,62,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Mozambique
SCMS from RDC,Abacavir,Mozambique,6275.0,62,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,150000.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.223,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,961.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Nigeria,200000.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.145,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Nigeria
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Tanzania,2178.0,56,4,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Tanzania
SCMS from RDC,Abacavir/Lamivudine,Uganda,1446.0,17,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Mozambique,47205.0,20,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,0.415,CIPLA LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,40800.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.903,HETERO LABS LIMITED -> Uganda
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Rwanda,50000.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.579,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Rwanda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Rwanda,68517.0,5,1,4,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Rwanda
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Guyana,2881.0,11,2,3,True,T1_ALT_VENDOR_SAME_LANE,"PUETRO RICO PHARMACEUTICAL, INC.",1.0,"PUETRO RICO PHARMACEUTICAL, INC. -> Guyana"
SCMS from RDC,Lamivudine,Guyana,118.0,3,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Guyana
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,30874.0,11,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.938,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Lopinavir/Ritonavir,Zambia,25482.0,29,3,3,True,T1_ALT_VENDOR_SAME_LANE,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0.049,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV) -> Zambia
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Mozambique,177954.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.163,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Mozambique
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Mozambique,263351.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.11,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Mozambique
SCMS from RDC,Nevirapine,Zambia,54470.0,9,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.496,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Côte d'Ivoire,100000.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.335,HETERO LABS LIMITED -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Haiti,13626.0,36,3,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Zidovudine,"Congo, DRC",380.0,77,4,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Lamivudine/Zidovudine,Zambia,13535.0,19,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Efavirenz,"Congo, DRC",710.0,42,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Abacavir,Mozambique,3700.0,68,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,85490.0,27,3,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.392,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Abacavir/Lamivudine,Uganda,9308.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.619,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Zidovudine,Zambia,5281.0,2,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.141,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Abacavir/Lamivudine,Rwanda,1296.0,10,2,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Rwanda
SCMS from RDC,Nevirapine,Rwanda,157062.0,1,1,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.172,HETERO LABS LIMITED -> Rwanda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,20000.0,41,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,30000.0,24,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Côte d'Ivoire
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Mozambique,15654.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Mozambique
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,71377.0,14,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.213,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Zidovudine,"Congo, DRC",10.0,61,4,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,75535.0,11,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.201,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,42812.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.677,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,48928.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.311,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Nigeria,16.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Stavudine,Nigeria,50.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,110000.0,3,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.988,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Nevirapine,Zambia,20000.0,3,1,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Efavirenz,Côte d'Ivoire,31092.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.052,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Stavudine,Côte d'Ivoire,11060.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Côte d'Ivoire
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Guyana,4955.0,13,2,3,True,T1_ALT_VENDOR_SAME_LANE,"PUETRO RICO PHARMACEUTICAL, INC.",0.989,"PUETRO RICO PHARMACEUTICAL, INC. -> Guyana"
SCMS from RDC,Lamivudine/Zidovudine,Haiti,34769.0,1,1,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.437,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Tenofovir Disoproxil Fumarate,Côte d'Ivoire,2552.0,4,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,7000.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Nevirapine,Nigeria,47150.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.148,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lamivudine,Haiti,19320.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.673,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Uganda,1193.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,CIPLA LIMITED -> Uganda
SCMS from RDC,Zidovudine,Nigeria,15650.0,19,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.134,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lopinavir/Ritonavir,Côte d'Ivoire,1000.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine,Côte d'Ivoire,8100.0,9,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir,Dominican Republic,3073.0,14,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Dominican Republic
SCMS from RDC,Lopinavir/Ritonavir,Dominican Republic,1100.0,14,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Dominican Republic
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Zambia,220002.0,25,3,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.455,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Lamivudine,Haiti,9009.0,16,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Stavudine,Haiti,168.0,16,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Zidovudine,Haiti,2583.0,16,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.813,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Efavirenz,Zambia,28271.0,14,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Lamivudine,Côte d'Ivoire,17320.0,22,3,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.751,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Côte d'Ivoire,18507.0,22,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.822,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Côte d'Ivoire,2440.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.663,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Lamivudine,Zambia,21678.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.6,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Lamivudine/Zidovudine,Uganda,30107.0,1,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.505,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Efavirenz,Zimbabwe,3348.0,46,4,3,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Stavudine,Zimbabwe,4952.0,46,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Uganda,720.0,53,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Nevirapine,Zambia,18000.0,20,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Efavirenz,Zimbabwe,1152.0,13,2,3,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Nigeria,70651.0,20,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.521,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Lamivudine/Zidovudine,Nigeria,30091.0,21,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.573,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Nigeria,57749.0,20,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,206853.0,21,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.162,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Lopinavir/Ritonavir,Benin,611.0,17,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",1.0,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.) -> Benin"
SCMS from RDC,Tenofovir Disoproxil Fumarate,Ghana,2110.0,11,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Ghana
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,15048.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Uganda,30000.0,14,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Uganda
SCMS from RDC,Lamivudine,Haiti,9200.0,23,3,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Uganda,3330.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Uganda,105000.0,19,2,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.128,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Stavudine,Haiti,4520.0,8,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Zambia,26060.0,12,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
